,biology_accuracy,biology_ece_verbal_numerical_confidence,biology_ece_verbal_linguistic_confidence,biology_ece_logit_perplexity_confidence,biology_auroc_verbal_numerical_confidence,biology_auroc_verbal_linguistic_confidence,biology_auroc_logit_perplexity_confidence,biology_sample_size,business_accuracy,business_ece_verbal_numerical_confidence,business_ece_verbal_linguistic_confidence,business_ece_logit_perplexity_confidence,business_auroc_verbal_numerical_confidence,business_auroc_verbal_linguistic_confidence,business_auroc_logit_perplexity_confidence,business_sample_size,chemistry_accuracy,chemistry_ece_verbal_numerical_confidence,chemistry_ece_verbal_linguistic_confidence,chemistry_ece_logit_perplexity_confidence,chemistry_auroc_verbal_numerical_confidence,chemistry_auroc_verbal_linguistic_confidence,chemistry_auroc_logit_perplexity_confidence,chemistry_sample_size,computer science_accuracy,computer science_ece_verbal_numerical_confidence,computer science_ece_verbal_linguistic_confidence,computer science_ece_logit_perplexity_confidence,computer science_auroc_verbal_numerical_confidence,computer science_auroc_verbal_linguistic_confidence,computer science_auroc_logit_perplexity_confidence,computer science_sample_size,economics_accuracy,economics_ece_verbal_numerical_confidence,economics_ece_verbal_linguistic_confidence,economics_ece_logit_perplexity_confidence,economics_auroc_verbal_numerical_confidence,economics_auroc_verbal_linguistic_confidence,economics_auroc_logit_perplexity_confidence,economics_sample_size,engineering_accuracy,engineering_ece_verbal_numerical_confidence,engineering_ece_verbal_linguistic_confidence,engineering_ece_logit_perplexity_confidence,engineering_auroc_verbal_numerical_confidence,engineering_auroc_verbal_linguistic_confidence,engineering_auroc_logit_perplexity_confidence,engineering_sample_size,health_accuracy,health_ece_verbal_numerical_confidence,health_ece_verbal_linguistic_confidence,health_ece_logit_perplexity_confidence,health_auroc_verbal_numerical_confidence,health_auroc_verbal_linguistic_confidence,health_auroc_logit_perplexity_confidence,health_sample_size,history_accuracy,history_ece_verbal_numerical_confidence,history_ece_verbal_linguistic_confidence,history_ece_logit_perplexity_confidence,history_auroc_verbal_numerical_confidence,history_auroc_verbal_linguistic_confidence,history_auroc_logit_perplexity_confidence,history_sample_size,law_accuracy,law_ece_verbal_numerical_confidence,law_ece_verbal_linguistic_confidence,law_ece_logit_perplexity_confidence,law_auroc_verbal_numerical_confidence,law_auroc_verbal_linguistic_confidence,law_auroc_logit_perplexity_confidence,law_sample_size,math_accuracy,math_ece_verbal_numerical_confidence,math_ece_verbal_linguistic_confidence,math_ece_logit_perplexity_confidence,math_auroc_verbal_numerical_confidence,math_auroc_verbal_linguistic_confidence,math_auroc_logit_perplexity_confidence,math_sample_size,other_accuracy,other_ece_verbal_numerical_confidence,other_ece_verbal_linguistic_confidence,other_ece_logit_perplexity_confidence,other_auroc_verbal_numerical_confidence,other_auroc_verbal_linguistic_confidence,other_auroc_logit_perplexity_confidence,other_sample_size,philosophy_accuracy,philosophy_ece_verbal_numerical_confidence,philosophy_ece_verbal_linguistic_confidence,philosophy_ece_logit_perplexity_confidence,philosophy_auroc_verbal_numerical_confidence,philosophy_auroc_verbal_linguistic_confidence,philosophy_auroc_logit_perplexity_confidence,philosophy_sample_size,physics_accuracy,physics_ece_verbal_numerical_confidence,physics_ece_verbal_linguistic_confidence,physics_ece_logit_perplexity_confidence,physics_auroc_verbal_numerical_confidence,physics_auroc_verbal_linguistic_confidence,physics_auroc_logit_perplexity_confidence,physics_sample_size,psychology_accuracy,psychology_ece_verbal_numerical_confidence,psychology_ece_verbal_linguistic_confidence,psychology_ece_logit_perplexity_confidence,psychology_auroc_verbal_numerical_confidence,psychology_auroc_verbal_linguistic_confidence,psychology_auroc_logit_perplexity_confidence,psychology_sample_size
Phi-4-mini-reasoning,0.8990825688073395,0.04107029736042023,0.03651372343301773,0.020204715430736542,0.6113687899402185,0.7275304061018346,0.7221191506905792,327.0,0.8734177215189873,0.1000421792268753,0.08696205914020538,0.04661722853779793,0.6891304347826086,0.6927536231884058,0.7668276972624799,237.0,0.8778625954198473,0.09351144731044769,0.07290075719356537,0.03874165564775467,0.6991847826086957,0.6978260869565218,0.7505434782608696,131.0,0.8365384615384616,0.11807694286108017,0.11432691663503647,0.07554058730602264,0.5980392156862746,0.6328600405679513,0.7342799188640974,104.0,0.8575418994413407,0.08824021369218826,0.06923636049032211,0.041416533291339874,0.6206169764322668,0.7102893274573674,0.7159098166954078,358.0,0.8405797101449275,0.12217389047145844,0.1145651638507843,0.12605871260166168,0.6731974921630094,0.7876175548589343,0.8714733542319749,69.0,0.6640625,0.27031242847442627,0.23657110333442688,0.21037769317626953,0.6268467852257181,0.7112175102599181,0.6856361149110807,256.0,0.6048387096774194,0.33524203300476074,0.33110880851745605,0.27124887704849243,0.5488435374149659,0.5991836734693877,0.5989115646258504,124.0,0.5692307692307692,0.37623074650764465,0.3589230477809906,0.3195430338382721,0.5331805019305019,0.5798745173745172,0.6636100386100385,130.0,0.9695550351288056,0.01796245388686657,0.007166252471506596,0.045285359025001526,0.5822185061315496,0.7641211445559272,0.6451133407655147,427.0,0.6767955801104972,0.2587844729423523,0.23398584127426147,0.20477735996246338,0.6829059829059829,0.7181929181929183,0.6869352869352869,362.0,0.5872093023255814,0.3289533853530884,0.31030523777008057,0.2886991798877716,0.5782317668386557,0.6001952307906846,0.7032491981592526,172.0,0.9043478260869565,0.07269558310508728,0.06634785234928131,0.02778208628296852,0.5944055944055944,0.6398601398601399,0.6942744755244755,230.0,0.7769230769230769,0.15579476952552795,0.14893072843551636,0.10433627665042877,0.5714692158871059,0.6049087667387428,0.6072227912446417,390.0
Phi-4-reasoning,0.9416058394160584,0.04948899522423744,0.044452518224716187,0.2621014714241028,0.45179263565891475,0.46656976744186046,0.6409883720930233,274.0,0.9322033898305084,0.06220339983701706,0.05386438965797424,0.217181995511055,0.5103636363636364,0.5786363636363637,0.6610909090909091,295.0,0.9288135593220339,0.06562715768814087,0.055423688143491745,0.19921734929084778,0.5913277719847063,0.5988008342022941,0.60775112964894,295.0,0.9285714285714286,0.06585729122161865,0.05700001120567322,0.23426298797130585,0.4230769230769231,0.47692307692307695,0.53,140.0,0.8885714285714286,0.09928569942712784,0.08842851966619492,0.22020137310028076,0.5352048808640448,0.5961332343969,0.5478604996289884,350.0,0.9363636363636364,0.059272706508636475,0.06154543161392212,0.22639989852905273,0.5208044382801664,0.6955617198335644,0.46879334257975036,110.0,0.8725868725868726,0.10710429400205612,0.09339118003845215,0.19974486529827118,0.5314427460445159,0.6045186377044783,0.5707964601769911,259.0,0.8076923076923077,0.1598077118396759,0.14596152305603027,0.16022144258022308,0.5714285714285714,0.49642857142857144,0.6761904761904761,52.0,0.8571428571428571,0.10571429133415222,0.1000000461935997,0.20845937728881836,0.69,0.76,0.38666666666666666,35.0,0.9641833810888252,0.03447001054883003,0.029777977615594864,0.23280301690101624,0.5417830609212482,0.5471916790490342,0.5867459138187222,698.0,0.862876254180602,0.12170565873384476,0.10678928345441818,0.1994350105524063,0.628285120060503,0.643694460200416,0.582151635469843,299.0,0.8636363636363636,0.11527283489704132,0.11754542589187622,0.1998012363910675,0.6178947368421054,0.48140350877192983,0.6631578947368422,110.0,0.9260969976905312,0.06886832416057587,0.06273669749498367,0.21975184977054596,0.5150015586034913,0.48277743142144647,0.5311720698254364,433.0,0.8726591760299626,0.10524342954158783,0.0944942906498909,0.21262580156326294,0.5456955314314568,0.5426659934360011,0.6351931330472103,267.0
Qwen2.5-14b-instruct,0.7629009762900977,0.16499291360378265,0.13814496994018555,0.08878811448812485,0.6769007420152706,0.7187815894182169,0.5917410474244542,717.0,0.5476493011435832,0.3652477562427521,0.290335088968277,0.34182247519493103,0.6823431267759849,0.7751635861205975,0.6539534398706952,787.0,0.4919928825622776,0.3830515146255493,0.3243609070777893,0.3916400074958801,0.6701972682043177,0.7541969768465591,0.6523531889423396,1124.0,0.6097560975609756,0.3243902325630188,0.2645730972290039,0.2534283995628357,0.69695,0.7757999999999999,0.581225,410.0,0.7019002375296912,0.22226834297180176,0.18135389685630798,0.15733793377876282,0.640878111917811,0.7066117930983341,0.5611260541589985,842.0,0.49064449064449067,0.32577961683273315,0.30899250507354736,0.3636460602283478,0.6336453649256312,0.669346679349706,0.6103381182981666,962.0,0.6262254901960784,0.26678919792175293,0.24272873997688293,0.2183854728937149,0.6576561547592313,0.7098360655737704,0.6076994642456129,816.0,0.5356200527704486,0.310685932636261,0.2785620093345642,0.27408117055892944,0.6399322660098522,0.6621837214509629,0.6382669055082848,379.0,0.37636363636363634,0.48613637685775757,0.4596499800682068,0.41942915320396423,0.5535960761116041,0.6082273489105787,0.5747137364262475,1100.0,0.6520446096654275,0.2898958921432495,0.23415733873844147,0.24999555945396423,0.7386669298014794,0.8249873305460536,0.7351426288142364,1345.0,0.5754614549402823,0.30271437764167786,0.2631378471851349,0.2728906273841858,0.6888722675288328,0.7482314336727307,0.6070839164213675,921.0,0.501010101010101,0.3781818151473999,0.35808074474334717,0.33013415336608887,0.6898181402638108,0.7142647250881546,0.6444266684079927,495.0,0.513953488372093,0.38375967741012573,0.3305465579032898,0.3662342131137848,0.6847457667891104,0.7761696507826539,0.6084325031693453,1290.0,0.6918238993710691,0.20823892951011658,0.19569173455238342,0.14340157806873322,0.667113172541744,0.7097922077922079,0.6015361781076067,795.0
Qwen2.5-32b-instruct,0.8240223463687151,0.12248597294092178,0.10328220576047897,0.0295233353972435,0.6892050040355125,0.7558851224105461,0.5910277105192359,716.0,0.7194337194337195,0.22580435872077942,0.19427278637886047,0.17984440922737122,0.7813264184077071,0.8224918350265052,0.7395578605307642,777.0,0.6526785714285714,0.2617410123348236,0.23061755299568176,0.2441508173942566,0.7177282941633637,0.7493256763457461,0.6916784768549615,1120.0,0.6936274509803921,0.2640930712223053,0.2369689643383026,0.16799670457839966,0.6408197879858657,0.6933286219081273,0.6440141342756184,408.0,0.7440476190476191,0.19851182401180267,0.17797619104385376,0.11515158414840698,0.6642344186046512,0.6792074418604652,0.6104111627906976,840.0,0.5496342737722049,0.2591431140899658,0.24225002527236938,0.3089558184146881,0.7010511411255104,0.7230906989669439,0.6652624985664253,957.0,0.694478527607362,0.21742334961891174,0.20492023229599,0.1551339030265808,0.6603587494855748,0.6836888188797592,0.6692068627868364,815.0,0.5952380952380952,0.2846560478210449,0.2630951702594757,0.22183768451213837,0.609193899782135,0.6354684095860567,0.5857661583151779,378.0,0.4196185286103542,0.4787920117378235,0.4574931859970093,0.3802401125431061,0.5394098598323951,0.5756949102019524,0.5670521445169332,1101.0,0.7757078986587184,0.18021602928638458,0.1580352485179901,0.12500084936618805,0.7757618696563807,0.814901337520465,0.7891562227732726,1342.0,0.6403033586132177,0.26121342182159424,0.24029427766799927,0.2086433619260788,0.6915224349173344,0.724542841416427,0.66496442623285,923.0,0.5555555555555556,0.35212117433547974,0.3275757431983948,0.28697648644447327,0.6421157024793388,0.6616280991735537,0.6064462809917356,495.0,0.6690031152647975,0.2580606937408447,0.23738308250904083,0.221969336271286,0.7120550571800314,0.7362665205779635,0.664707251934534,1284.0,0.7427854454203262,0.18005013465881348,0.166081041097641,0.09316887706518173,0.6248599208965061,0.6573088332234673,0.6070121951219513,797.0
Qwen2.5-3b-instruct,0.5944055944055944,0.39307695627212524,0.17433562874794006,0.21993330121040344,0.5527707910750507,0.7980365111561867,0.530628803245436,715.0,0.4396887159533074,0.4937872290611267,0.3104410171508789,0.4372521936893463,0.6127089478859391,0.7838755052988091,0.5983011034633453,771.0,0.3271889400921659,0.5863409638404846,0.36449751257896423,0.550298810005188,0.6667007524599652,0.7940652131969902,0.6381169207022959,1085.0,0.39364303178484106,0.5759168267250061,0.35093724727630615,0.43274012207984924,0.5522064716489682,0.7464561210178321,0.563313965137247,409.0,0.4721233689205219,0.507769763469696,0.2666666507720947,0.3460986316204071,0.5399412794308621,0.7687708203941055,0.4995765343571792,843.0,0.3288888888888889,0.5578333735466003,0.39248883724212646,0.5335016250610352,0.5725316583139429,0.6909846518704135,0.5606877572937176,900.0,0.37821297429620565,0.5999999642372131,0.32499998807907104,0.41693317890167236,0.5317891088856611,0.7597883699003644,0.5485628010090972,817.0,0.3306878306878307,0.6235449314117432,0.3783421516418457,0.4250262975692749,0.5739288537549407,0.7032094861660079,0.534197628458498,378.0,0.22950819672131148,0.7142075896263123,0.5563144683837891,0.5245181322097778,0.5313637472325415,0.6566522195954819,0.5360144845960448,1098.0,0.48996913580246915,0.4655478596687317,0.27762866020202637,0.4073183536529541,0.6279188059132548,0.8193240973471356,0.6686004264595518,1296.0,0.3647186147186147,0.5939935445785522,0.35238099098205566,0.4316275119781494,0.5492192357660286,0.7564490771867212,0.5770780359823879,924.0,0.34685598377281945,0.6288032531738281,0.3921399712562561,0.43940430879592896,0.5331081326504669,0.73777741455087,0.5861029385056844,493.0,0.37104430379746833,0.5623022317886353,0.3535007834434509,0.4990224838256836,0.5957972938541793,0.7670113046626705,0.5886497431977579,1264.0,0.5006273525721455,0.48368895053863525,0.29096609354019165,0.2914831042289734,0.5556195765796401,0.7329599123436732,0.5751501870253524,797.0
Qwen2.5-7b-instruct,0.7040673211781207,0.2056240439414978,0.155259370803833,0.15784966945648193,0.6265695511791697,0.7427493816204376,0.5828723022601536,713.0,0.5683269476372924,0.34735625982284546,0.2907247543334961,0.3393535614013672,0.6902865500964033,0.8056678412339605,0.6839106442390799,783.0,0.4630454140694568,0.4311220049858093,0.3652923107147217,0.4395579695701599,0.6497384870519199,0.7099247352978695,0.6543723689246076,1123.0,0.511002444987775,0.4140585958957672,0.3212714195251465,0.3668022155761719,0.5883492822966507,0.715370813397129,0.5873684210526315,409.0,0.6239620403321471,0.278410404920578,0.23021937906742096,0.2461097538471222,0.5953089203679937,0.6939193484544987,0.527791438269902,843.0,0.37184873949579833,0.47936975955963135,0.41084998846054077,0.5035467147827148,0.60808863821023,0.6932359276684996,0.5724921111803941,952.0,0.5411042944785276,0.3618403971195221,0.30200403928756714,0.3128771483898163,0.6028502310014915,0.6978185213479332,0.5785950743933937,815.0,0.45382585751978893,0.4042215645313263,0.3491094708442688,0.3612699806690216,0.5863667003707449,0.6530024716324008,0.5679979777553084,379.0,0.28701180744777477,0.576203465461731,0.5301696062088013,0.5229876637458801,0.543217366766105,0.6106708054502943,0.5204829476739499,1101.0,0.6111111111111112,0.3340691030025482,0.2569016218185425,0.30327528715133667,0.6949522354927761,0.8138227732822325,0.7185522658495631,1332.0,0.4891540130151844,0.40749454498291016,0.3551400303840637,0.36963433027267456,0.6194891277227769,0.6857066862504179,0.6376958963567632,922.0,0.4245472837022133,0.4668008089065552,0.4115862250328064,0.4232194423675537,0.5951761508633547,0.6662081993835549,0.6069499221157989,497.0,0.483695652173913,0.4203571081161499,0.33627068996429443,0.4170762598514557,0.631248265125092,0.7176902931486019,0.6478113421595723,1288.0,0.6135508155583438,0.27672526240348816,0.24744878709316254,0.2317924052476883,0.6069370302499136,0.6672476296709425,0.5826228985738189,797.0
Qwen3-0.6b,0.41798107255520506,0.5136277079582214,0.21065717935562134,0.40958887338638306,0.501135143426906,0.8255918596921819,0.5466482589354196,634.0,0.2302158273381295,0.6934712529182434,0.3493345379829407,0.6255082488059998,0.5520316150700934,0.8093147634345794,0.6034061039719626,556.0,0.2066326530612245,0.7359566688537598,0.46879929304122925,0.6341666579246521,0.4889295780238974,0.6940623635425349,0.5638720177841292,784.0,0.2920634920634921,0.5649206638336182,0.2825396955013275,0.5370583534240723,0.6043575745759406,0.7312341587054006,0.6154221095730162,315.0,0.3080872913992298,0.618818998336792,0.23135215044021606,0.5180009007453918,0.5090831787260359,0.8339672232529376,0.564100185528757,779.0,0.2578444747612551,0.669154167175293,0.5050527453422546,0.5740718245506287,0.5471327419856832,0.7044623404917523,0.5366090880796763,733.0,0.19648093841642228,0.7271113991737366,0.34428149461746216,0.6206463575363159,0.5523749863819588,0.7680507135853579,0.5446671750735373,682.0,0.17663817663817663,0.75,0.331054151058197,0.6144846081733704,0.5060274584216988,0.7195836588905011,0.5231052572831789,351.0,0.16634241245136186,0.7222276926040649,0.3965231478214264,0.6239791512489319,0.4443489119531618,0.6793383692603738,0.515609326700649,1028.0,0.2779552715654952,0.6217252612113953,0.3332030177116394,0.5833995938301086,0.5580674510335786,0.7967342533256478,0.6674917211993805,939.0,0.20306513409961685,0.6616601943969727,0.3271498680114746,0.6138778924942017,0.5081186502177067,0.7762407273020481,0.5147960006450573,783.0,0.20905172413793102,0.744073212146759,0.4276939630508423,0.6108734607696533,0.4873591954830192,0.6785724318098824,0.5145931065479368,464.0,0.20427807486631017,0.682930588722229,0.4175582826137543,0.632527768611908,0.5594318245791815,0.7736235433203851,0.5852403873219614,935.0,0.35054347826086957,0.5711141228675842,0.28840577602386475,0.4742189645767212,0.5149119392818916,0.7931789432713827,0.5865849307515163,736.0
Qwen3-0.6b-base,0.40663176265270506,0.5749563574790955,0.21156194806098938,0.4017288386821747,0.4976521080535219,0.80616006059076,0.573377934864933,573.0,0.35523613963039014,0.6400821805000305,0.2654150724411011,0.49884968996047974,0.4951216818232024,0.8285777401421155,0.6323588969478297,487.0,0.2604166666666667,0.7298809885978699,0.38827061653137207,0.6070204377174377,0.5055360735843633,0.7474389192296638,0.5828686404139121,672.0,0.29411764705882354,0.6893791556358337,0.2888181209564209,0.5233147144317627,0.5030606995884773,0.7430812757201646,0.47752057613168725,306.0,0.32989690721649484,0.6541826725006104,0.24820813536643982,0.46894633769989014,0.5052001569858713,0.7937549058084773,0.5349293563579278,679.0,0.20147874306839186,0.7865434288978577,0.4241589307785034,0.6537824869155884,0.5026970778117567,0.7201622494053687,0.5384174311926605,541.0,0.23660714285714285,0.7446427941322327,0.32996034622192383,0.5517863035202026,0.5114690990228892,0.8331862150134246,0.5112974609829956,672.0,0.1684981684981685,0.8130037188529968,0.3539377450942993,0.6087135076522827,0.46327331928749277,0.6755889676307221,0.4492434399540318,273.0,0.14206128133704735,0.8489554524421692,0.3702135682106018,0.6574931740760803,0.4846654570919277,0.7097020626432391,0.5092150496562262,718.0,0.4,0.5875949859619141,0.24732103943824768,0.4750511050224304,0.5169558508035681,0.8176571693828647,0.6464614149321892,815.0,0.23949579831932774,0.7364705204963684,0.33062559366226196,0.5490448474884033,0.5228210181685029,0.773922221145251,0.5608865626312558,714.0,0.16705882352941176,0.8215294480323792,0.4140784442424774,0.5993515253067017,0.506624492719026,0.7151269197103525,0.4997612795416567,425.0,0.24334140435835352,0.7516586184501648,0.3504701256752014,0.6107141971588135,0.5012656716417911,0.7663641791044776,0.6172258706467663,826.0,0.327718223583461,0.6509187817573547,0.30793774127960205,0.45592716336250305,0.48515104421689054,0.7949886104783599,0.5768100823877547,653.0
Qwen3-0.6b-fp8,0.43164362519201227,0.4689093828201294,0.19649256765842438,0.398991197347641,0.4987736847167452,0.8231701452342022,0.5338559199769164,651.0,0.2676767676767677,0.6305218935012817,0.34794050455093384,0.5890896320343018,0.5148268632979108,0.7532856213402733,0.5848044531193523,594.0,0.19623971797884843,0.7038073539733887,0.4667455554008484,0.6481704711914062,0.49700161081346084,0.7158490037468922,0.6012536330847078,851.0,0.27492447129909364,0.5609063506126404,0.31199899315834045,0.5602225661277771,0.5954899267399267,0.7533424908424908,0.5546703296703297,331.0,0.31136950904392763,0.6059560775756836,0.2579617202281952,0.5234516859054565,0.5246860719484948,0.7891407752251797,0.5402209368407123,774.0,0.25866666666666666,0.6398800611495972,0.478884220123291,0.5772992372512817,0.5795121634651041,0.7281345027071126,0.5367128977230586,750.0,0.19529085872576177,0.6797922253608704,0.38668742775917053,0.6229074597358704,0.577300081786111,0.7652860682852992,0.5789724246530193,722.0,0.1694915254237288,0.7302260398864746,0.35462266206741333,0.6202003955841064,0.4961734693877551,0.7006519274376417,0.5664399092970521,354.0,0.16902738432483475,0.6966760754585266,0.44295090436935425,0.6414005756378174,0.4536439817166074,0.6575990350431691,0.54185500253936,1059.0,0.28760162601626016,0.5944613814353943,0.3242710828781128,0.5759672522544861,0.573360620617694,0.8084815735219246,0.6858500980426749,984.0,0.19088669950738915,0.648041844367981,0.35563933849334717,0.6282141804695129,0.5104531840722738,0.7434133647567143,0.5170324544606472,812.0,0.19327731092436976,0.7219537496566772,0.445045530796051,0.6306763291358948,0.5328351449275361,0.6341428894927537,0.5029438405797102,476.0,0.2251585623678647,0.6529492735862732,0.40478259325027466,0.6151373386383057,0.5568472224890956,0.7596891032415503,0.5674282164107886,946.0,0.33873144399460187,0.5659918785095215,0.32309117913246155,0.4935387372970581,0.4801447272135946,0.746381819660135,0.5574518253516546,741.0
Qwen3-0.6b-think,0.5605786618444847,0.4228571653366089,0.24427065253257751,0.21497392654418945,0.48095712199654855,0.7587680870834992,0.4856232576662684,553.0,0.59,0.40115004777908325,0.3073749542236328,0.24465909600257874,0.5134611409673419,0.826232430756511,0.8311802397684994,400.0,0.6158038147138964,0.37267032265663147,0.24862849712371826,0.23317043483257294,0.5170087240318835,0.8157911253373501,0.7993158852695663,367.0,0.4117647058823529,0.5318431854248047,0.4056209325790405,0.37750786542892456,0.5427936507936508,0.7713015873015872,0.6801904761904762,255.0,0.4185303514376997,0.5605591535568237,0.3742145597934723,0.35809406638145447,0.49534435030618235,0.732509856555658,0.5690168610015939,626.0,0.5207100591715976,0.4717159569263458,0.36153846979141235,0.29929453134536743,0.5197811447811449,0.7888608305274972,0.6819584736251403,169.0,0.24440894568690097,0.729392945766449,0.5030630826950073,0.5217568278312683,0.5161325982119415,0.7324545040003316,0.5474858019317663,626.0,0.1918238993710692,0.7715409398078918,0.5367924571037292,0.5723240971565247,0.496970083561906,0.6398226701537284,0.44051795624162793,318.0,0.1511627906976744,0.8018733859062195,0.5483850240707397,0.6048398017883301,0.4767071251089516,0.5885857758003876,0.5169314027761516,774.0,0.7733142037302726,0.21713057160377502,0.16297706961631775,0.08810841292142868,0.5338120288391536,0.756828162795613,0.7768605716164486,697.0,0.2895805142083897,0.6507576704025269,0.46101391315460205,0.4818023443222046,0.5418469069870938,0.7254161103693815,0.601878059635069,739.0,0.2246376811594203,0.7521739602088928,0.5556461215019226,0.543782114982605,0.49410444511439383,0.6501524134927813,0.6097209660670619,414.0,0.5843137254901961,0.40078428387641907,0.28372877836227417,0.24040940403938293,0.5256189059136381,0.815824047106496,0.7538622261618337,510.0,0.3755334281650071,0.5948506593704224,0.4259364604949951,0.3902963697910309,0.4929505763788224,0.7161248015462138,0.594256919997239,703.0
Qwen3-1.7b,0.5910364145658263,0.3473389744758606,0.17173205316066742,0.34488847851753235,0.5607917288839837,0.8142934817892618,0.5130007141465949,714.0,0.4445910290237467,0.4651714563369751,0.2987467050552368,0.5130917429924011,0.6131402552915554,0.8226315752377059,0.6808291689280151,758.0,0.363302752293578,0.5423027276992798,0.39735251665115356,0.5881525278091431,0.5424526242249584,0.7342626553721654,0.6648946234681106,1090.0,0.400990099009901,0.4625000059604645,0.30406349897384644,0.5459980964660645,0.5823895520865219,0.8054662789511274,0.5937914498520559,404.0,0.5083732057416268,0.4181220233440399,0.2519736886024475,0.43203601241111755,0.5438299699441821,0.7746157148990983,0.5192099613568055,836.0,0.3747178329571106,0.5277088284492493,0.3713023066520691,0.5659330487251282,0.5481764603540515,0.6941574964116393,0.5789330607629073,886.0,0.37745098039215685,0.5229166746139526,0.3389910161495209,0.5470980405807495,0.5628131710808875,0.7718484763268227,0.5285113508538706,816.0,0.29333333333333333,0.5702666640281677,0.37566664814949036,0.6152807474136353,0.5171526586620926,0.7315265866209263,0.5764322469982848,375.0,0.19834710743801653,0.6575298309326172,0.47882160544395447,0.7098954916000366,0.48697817233040597,0.6807332103007933,0.4875270459462899,1089.0,0.4860587792012057,0.43259984254837036,0.29186007380485535,0.4759308397769928,0.5933540203232626,0.8136034008502127,0.7335629361885925,1327.0,0.33260153677277715,0.5343469381332397,0.37673985958099365,0.5981747508049011,0.5611836677088762,0.7509336459961786,0.5502486103873546,911.0,0.3204868154158215,0.5582150220870972,0.4040229618549347,0.6023207902908325,0.578575477045154,0.7790477989797847,0.6214056300774606,493.0,0.3891977760127085,0.5229864716529846,0.33588099479675293,0.5603530406951904,0.5642565218545155,0.7744446803428784,0.6532682253655688,1259.0,0.4880803011292346,0.40501880645751953,0.2886449098587036,0.43843284249305725,0.6125403246131358,0.777146655577398,0.5842217349664802,797.0
Qwen3-1.7b-base,0.6164079822616408,0.3054102063179016,0.14963041245937347,0.17967845499515533,0.5114151453403751,0.8079906017382625,0.5380088992389903,451.0,0.4012738853503185,0.5382166504859924,0.3157466948032379,0.4395068883895874,0.5865229464520245,0.841391797065556,0.6557094074824571,471.0,0.3574408901251738,0.571919322013855,0.34805285930633545,0.5011734962463379,0.5513542877356108,0.7940817289066318,0.6186265096770933,719.0,0.3701657458563536,0.5748618245124817,0.30055248737335205,0.44104012846946716,0.4948939512961509,0.7983765383608274,0.5803875360041896,181.0,0.4791666666666667,0.421875,0.25562500953674316,0.30959680676460266,0.44661739130434774,0.752095652173913,0.4657913043478261,480.0,0.3155216284987277,0.5990330576896667,0.3918575346469879,0.5317209362983704,0.5267118359515529,0.7353849382419955,0.5903285765679339,393.0,0.3633879781420765,0.5384562611579895,0.34673652052879333,0.41686612367630005,0.5179257155764949,0.763537061537965,0.5288247442640938,732.0,0.2686084142394822,0.616990327835083,0.399056077003479,0.4932407736778259,0.5004264846998614,0.7377119095852436,0.4539396524149696,309.0,0.17529215358931552,0.7067612409591675,0.4605550765991211,0.5954505801200867,0.5141218430692115,0.6396953923269713,0.5177559282822441,599.0,0.42857142857142855,0.5173062086105347,0.26726534962654114,0.42771419882774353,0.5402985638699924,0.8360922146636433,0.6208767951625095,735.0,0.31659693165969316,0.5830265283584595,0.3758019804954529,0.4627632200717926,0.5204845814977973,0.7323608738649645,0.524453834397195,717.0,0.271875,0.6245312690734863,0.4266926944255829,0.48564088344573975,0.509225001233289,0.7482857283804449,0.5266143752158255,320.0,0.4,0.5364088416099548,0.3311234414577484,0.44594791531562805,0.5416450454300337,0.7584399133115595,0.5755267950713755,905.0,0.4350282485875706,0.4348398447036743,0.31520721316337585,0.33494582772254944,0.5894660894660895,0.7538167388167389,0.5387590187590188,531.0
